CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-111032,B,03,JAMES BRADFORD,"2000,11",N,11/26,193,BR,BRL,Y,30,"2716,24",SQUARE,0.77,63622,5
VC-111033,A,05,LISA VILLEGAS,"744,00",N,06/30,364,BR,BRL,Y,47,"611,99",SQUARE,0.63,84645,4
VC-111034,B,04,CHRISTINA SANFORD,"1924,99",Y,02/30,784,ES,EUR,Y,23,"2327,17",STRIPE,1.62,60867,3
VC-111035,A,02,MR. JOSEPH SMITH MD,"3054,19",N,08/28,635,ES,EUR,N,9,"2729,40",STRIPE,3.88,87280,3
VC-111036,A,01,PAMELA CHERRY,"1163,94",N,02/29,394,ES,USD,Y,9,"1507,79",ADYEN,0.98,46875,3
VC-111037,A,03,MARK DUNCAN,"1569,90",N,02/28,594,BR,USD,N,30,"213,28",STRIPE,2.13,91261,3
VC-111038,B,02,CAROL WILLIAMS,"612,79",N,02/30,251,BR,USD,N,20,"4398,49",ADYEN,3.15,68127,4
VC-111039,A,02,DONNA WARD,"732,68",Y,11/30,609,BR,BRL,Y,21,"1963,65",SQUARE,0.61,77967,3
VC-111040,B,03,ANTHONY FISHER,"962,29",N,06/24,859,PT,EUR,N,46,"3990,02",PAYPAL,2.86,47572,3
VC-111041,B,03,ASHLEY BURKE,"4075,88",N,05/24,263,PT,EUR,Y,42,"3377,44",STRIPE,1.92,10800,3
VC-111042,A,05,MATTHEW GARCIA,"456,68",Y,08/30,802,PT,USD,Y,6,"4869,49",PAYPAL,1.98,86674,3
VC-111043,A,04,LAURA MORROW,"1184,49",Y,08/25,807,BR,USD,Y,43,"671,79",PAYPAL,4.49,35629,2
VC-111044,A,02,TIMOTHY ROGERS,"1528,37",Y,07/27,573,US,BRL,N,49,"465,30",PAYPAL,0.85,96306,4
VC-111045,B,04,CATHERINE RICHARDSON,"3296,20",N,06/27,511,BR,BRL,N,3,"2562,97",SQUARE,2.91,50782,4
VC-111046,B,04,JACK HOLMES,"3260,29",N,03/24,738,US,EUR,N,25,"2005,82",PAYPAL,2.41,23319,2
VC-111047,B,03,JESSICA WOLFE,"1968,65",N,08/28,254,PT,EUR,Y,49,"1593,75",ADYEN,1.09,5730,1
VC-111048,A,05,ERIC MOORE,"1561,49",N,12/27,513,BR,BRL,N,16,"2149,54",SQUARE,3.34,73727,2
VC-111049,B,05,LISA LAWRENCE,"4932,72",Y,07/24,660,ES,USD,N,6,"2634,24",ADYEN,2.49,71133,3
VC-111050,B,05,SARA LEWIS,"4054,62",Y,08/25,525,BR,BRL,Y,25,"3272,12",PAYPAL,4.34,21225,4
VC-111051,A,04,BRANDON BERNARD,"4939,42",N,06/28,943,US,EUR,N,23,"1706,23",ADYEN,1.33,67385,5
VC-111052,A,01,CHRISTIAN POWELL,"1914,58",N,05/26,380,BR,USD,Y,32,"841,59",SQUARE,4.95,58308,1
VC-111053,A,03,DANIEL MIDDLETON,"1436,48",N,11/27,725,US,EUR,N,17,"664,73",PAYPAL,4.83,68715,3
VC-111054,A,01,SHEILA WANG,"2433,78",N,02/28,141,ES,EUR,N,11,"3088,76",PAYPAL,3.37,3337,1
VC-111055,A,05,DENNIS BROWN,"101,44",N,10/26,146,BR,BRL,Y,11,"3412,67",STRIPE,2.79,9381,1
VC-111056,B,03,THOMAS SMITH,"165,04",N,10/30,651,BR,USD,N,41,"3345,12",PAYPAL,2.57,57769,1
VC-111057,B,01,MICHAEL MELENDEZ,"3178,36",N,01/29,574,ES,USD,Y,41,"1562,89",ADYEN,2.60,95639,3
VC-111058,A,01,BRANDON ROLLINS,"4224,63",N,01/28,866,US,USD,Y,2,"3610,88",STRIPE,4.70,23487,1
VC-111059,B,03,BENJAMIN BROWN,"1161,85",N,12/28,243,PT,BRL,Y,4,"901,94",SQUARE,0.56,98508,4
VC-111060,A,01,DALE FOSTER,"940,08",Y,10/25,735,ES,EUR,N,34,"3824,58",STRIPE,2.35,48785,5
VC-111061,B,02,TYLER ORTEGA,"1879,43",N,04/25,769,US,USD,N,45,"232,04",STRIPE,1.61,88489,2
VC-111062,A,02,DAVID HOPKINS,"3132,89",N,03/28,661,US,USD,N,31,"4646,47",ADYEN,1.85,97798,4
VC-111063,B,05,JANET BENNETT,"2765,09",N,07/30,835,US,USD,N,12,"3925,84",ADYEN,4.75,32104,5
VC-111064,B,02,CHRISTINA EVANS,"1165,19",Y,04/30,688,BR,EUR,N,9,"1177,34",ADYEN,1.53,17855,5
VC-111065,A,04,FREDERICK HARRIS,"3336,99",N,03/30,991,PT,USD,N,43,"2785,26",STRIPE,4.33,11795,3
VC-111066,A,02,CHRISTINE SUMMERS,"3876,24",N,02/26,563,PT,EUR,Y,13,"405,69",STRIPE,2.63,33409,5
VC-111067,B,05,THOMAS MORRISON,"3041,87",Y,11/24,661,PT,EUR,Y,6,"3166,72",ADYEN,1.06,13735,3
VC-111068,A,05,SHERRI STRICKLAND,"3489,47",N,08/24,380,BR,EUR,N,42,"937,97",ADYEN,0.59,64972,4
VC-111069,A,03,PAMELA DAVIS,"2255,88",Y,07/28,813,BR,EUR,Y,27,"1425,77",ADYEN,1.94,72609,3
VC-111070,A,03,STEPHEN JONES,"2582,00",Y,11/28,669,BR,USD,N,3,"3990,84",ADYEN,1.89,8801,4
VC-111071,A,01,JANET ATKINS,"2051,16",N,05/30,901,PT,EUR,Y,8,"1481,38",PAYPAL,1.07,93400,5
VC-111072,A,04,TAMARA BAILEY,"3029,15",N,12/29,205,BR,EUR,Y,41,"4868,71",ADYEN,4.18,86169,5
VC-111073,B,03,HOWARD GALLAGHER,"2796,97",N,09/27,921,BR,EUR,Y,11,"2268,87",PAYPAL,0.89,95390,3
VC-111074,B,02,ERICA HUERTA,"2576,06",Y,07/28,864,ES,BRL,Y,17,"2981,55",ADYEN,1.25,29130,1
VC-111075,B,04,BRIAN EVANS,"3853,21",Y,09/25,240,BR,BRL,Y,21,"4863,51",SQUARE,3.00,28040,1
VC-111076,A,05,DOUGLAS GLENN,"4655,39",Y,11/29,766,BR,BRL,N,14,"1399,18",PAYPAL,0.99,87571,2
VC-111077,B,05,RUBEN ONEAL,"1802,45",Y,07/25,257,PT,BRL,Y,10,"643,35",PAYPAL,1.69,1167,5
VC-111078,A,05,CHRISTINE JONES,"152,09",N,12/29,860,ES,EUR,Y,27,"438,61",STRIPE,3.78,42028,4
VC-111079,A,05,EMILY RICHARDS,"1735,39",Y,06/24,117,US,EUR,N,45,"1035,14",SQUARE,1.48,63405,3
VC-111080,A,02,CATHERINE BOWMAN,"4294,57",N,10/27,203,PT,EUR,Y,42,"359,13",STRIPE,2.75,96949,4
VC-111081,A,04,MARK BROWN,"1613,63",Y,11/27,676,BR,BRL,N,9,"2717,31",SQUARE,2.07,80817,1
VC-111082,A,05,ROBERT BROWN,"2634,58",Y,07/29,455,ES,BRL,N,18,"4670,50",SQUARE,1.96,12077,3
VC-111083,A,04,KEVIN JONES,"493,27",Y,12/26,528,BR,USD,Y,21,"2995,26",ADYEN,1.46,55774,2
VC-111084,B,04,THOMAS TRAN,"4020,99",Y,03/29,859,BR,BRL,N,3,"3235,27",STRIPE,2.59,91968,4
VC-111085,B,01,MICHELLE FREEMAN,"1858,86",Y,09/28,558,PT,USD,N,19,"3112,20",STRIPE,2.28,56968,2
VC-111086,A,02,MICHAEL PATEL,"3320,22",Y,02/29,458,US,USD,Y,36,"3328,89",ADYEN,4.78,10115,3
VC-111087,B,01,RICHARD ARMSTRONG,"4645,54",N,03/28,780,PT,USD,Y,3,"4832,58",PAYPAL,4.10,39335,1
VC-111088,A,01,REBECCA LOPEZ,"2622,69",Y,04/26,700,PT,BRL,N,5,"661,13",PAYPAL,4.06,8445,5
VC-111089,B,03,JESSE GARCIA,"1269,34",N,09/24,657,ES,BRL,Y,43,"3928,58",PAYPAL,1.98,59199,4
VC-111090,B,05,MICHELLE MILLER,"1821,53",N,07/28,187,BR,USD,N,42,"1353,98",PAYPAL,2.66,26764,2
VC-111091,B,02,MARY HAYS,"3342,77",Y,11/24,917,ES,BRL,N,50,"151,96",SQUARE,0.92,79882,2
VC-111092,A,02,MATTHEW MATTHEWS,"1320,28",Y,09/26,197,PT,USD,Y,16,"631,17",PAYPAL,1.85,80563,5
VC-111093,B,03,SUSAN LEVY,"897,37",N,05/28,255,BR,USD,Y,22,"4705,91",SQUARE,2.97,76501,1
VC-111094,B,01,PEGGY WOOD,"3064,71",Y,02/24,967,US,USD,N,49,"304,21",PAYPAL,1.57,70892,1
VC-111095,B,04,JEREMY STEVENS,"1047,61",N,02/28,813,US,BRL,N,12,"1382,57",ADYEN,3.51,82679,3
VC-111096,A,02,DANIEL THOMAS,"3272,14",N,06/25,167,ES,EUR,Y,26,"3294,15",ADYEN,0.90,36308,2
VC-111097,A,05,ROBERT GARCIA,"1611,96",N,11/25,906,BR,EUR,Y,33,"2272,42",STRIPE,1.73,6681,4
VC-111098,A,03,NATHAN WHITE,"1626,24",N,08/30,103,ES,USD,N,1,"2468,44",PAYPAL,0.93,20980,2
VC-111099,A,03,CHARLES ACOSTA,"4620,07",Y,05/28,467,BR,USD,N,36,"4841,35",PAYPAL,4.87,88139,1
VC-111100,A,05,JENNIFER ODOM,"1300,90",Y,07/25,515,BR,BRL,N,20,"2556,55",ADYEN,2.68,13336,5
VC-111101,A,02,VICTORIA FORBES,"3818,74",N,05/26,709,PT,EUR,N,23,"3330,14",SQUARE,2.97,94214,1
VC-111102,B,02,WESLEY JAMES,"1852,44",N,02/24,178,BR,EUR,Y,48,"1352,38",ADYEN,3.00,62786,1
VC-111103,A,05,JEREMY SCOTT,"1135,04",N,09/29,663,PT,BRL,N,17,"1105,50",ADYEN,2.04,24333,1
VC-111104,A,04,MELISSA WALLACE,"4406,80",Y,03/26,731,BR,BRL,Y,15,"2927,31",ADYEN,1.13,29322,5
VC-111105,A,03,JAMES MARSHALL,"3368,23",Y,07/26,366,PT,BRL,Y,12,"2755,03",SQUARE,0.75,15584,3
VC-111106,A,02,MS. JESSICA HAYNES,"4397,79",Y,10/30,845,ES,USD,Y,42,"3884,18",PAYPAL,2.98,84750,3
VC-111107,A,04,LUIS KELLY,"2901,19",N,02/29,194,ES,EUR,N,21,"1980,50",STRIPE,4.32,32237,4
VC-111108,B,04,SCOTT HICKS,"2891,91",N,02/26,752,US,USD,N,39,"3592,48",PAYPAL,3.63,32009,4
VC-111109,A,04,WILLIAM STEPHENSON,"2003,61",N,10/30,727,US,USD,N,15,"2112,75",PAYPAL,3.84,90400,4
VC-111110,B,01,STEPHANIE CERVANTES,"4860,30",N,08/28,816,PT,USD,N,44,"4450,37",STRIPE,3.53,14432,3
VC-111111,B,01,JUSTIN CASEY,"3986,60",Y,11/27,334,BR,BRL,N,50,"2967,45",PAYPAL,4.22,40601,5
VC-111112,A,03,EVAN RAMOS,"2966,85",N,03/25,360,US,USD,Y,42,"2669,07",ADYEN,1.47,50434,5
VC-111113,B,05,CASSIE WILLIAMS,"1608,19",N,09/30,156,US,BRL,Y,12,"3557,31",ADYEN,2.61,27727,3
VC-111114,A,03,CRAIG PERKINS,"3316,26",N,10/25,109,PT,EUR,N,2,"2114,15",PAYPAL,4.98,18363,4
VC-111115,B,02,RICHARD JOHNSON,"1435,78",N,06/29,581,ES,BRL,N,33,"3225,40",SQUARE,4.41,99217,2
VC-111116,A,02,BREANNA WILLIAMS,"1069,28",Y,10/30,396,BR,BRL,Y,3,"2650,34",SQUARE,2.67,95012,2
VC-111117,A,04,MISS BRITTANY JONES,"59,00",N,08/26,651,ES,USD,Y,29,"3723,61",STRIPE,2.67,61440,3
VC-111118,B,03,CLIFFORD BAKER,"4525,31",Y,06/28,548,ES,BRL,N,45,"3925,88",ADYEN,4.75,30745,1
VC-111119,B,05,ALYSSA LEE,"1290,93",Y,11/29,426,PT,EUR,N,5,"1952,75",STRIPE,2.40,77663,4
VC-111120,B,05,MICHELLE MOSS,"2098,42",Y,03/29,663,ES,USD,N,20,"464,64",ADYEN,1.64,10024,2
VC-111121,A,04,THOMAS TAYLOR,"3591,19",N,11/26,328,ES,BRL,N,33,"620,52",STRIPE,0.91,66179,5
VC-111122,A,05,WENDY YOUNG,"2607,76",N,12/28,534,ES,BRL,N,21,"4691,34",SQUARE,2.78,35180,5
VC-111123,A,04,NATASHA WILLIAMS,"493,25",Y,08/27,108,ES,EUR,N,41,"4487,42",STRIPE,1.91,1350,1
VC-111124,A,05,MR. MICHAEL MITCHELL,"2846,67",N,02/25,300,BR,USD,Y,1,"3292,29",SQUARE,4.94,83419,1
VC-111125,A,04,ANGELA NAVARRO,"206,56",N,01/25,900,US,BRL,N,25,"1580,47",PAYPAL,3.26,96928,5
VC-111126,B,05,NICHOLE TURNER,"1086,55",N,05/29,326,ES,BRL,N,18,"1715,08",SQUARE,3.41,95303,5
VC-111127,A,05,ERIN MASSEY,"1683,36",Y,04/24,897,ES,EUR,N,46,"4143,16",PAYPAL,2.45,99248,5
VC-111128,B,02,MICHAEL RICE,"773,23",N,06/26,932,PT,BRL,N,1,"3691,83",STRIPE,3.82,30369,1
VC-111129,B,04,ANTONIO COLLINS,"2260,54",Y,11/29,949,ES,BRL,N,36,"3254,04",PAYPAL,3.06,25672,4
VC-111130,A,04,RYAN WILSON,"1666,36",N,06/29,877,US,EUR,N,22,"278,19",STRIPE,3.44,2639,4
VC-111131,B,01,SAMANTHA MARTINEZ,"3676,86",Y,04/29,381,US,USD,N,19,"3239,58",PAYPAL,4.99,63239,4
VC-111132,A,03,DAVID ARNOLD,"3133,80",Y,09/29,320,BR,EUR,N,15,"442,88",SQUARE,1.42,65853,1
VC-111133,B,03,STEVEN WEBB,"4684,16",N,03/25,704,PT,USD,Y,16,"1014,02",PAYPAL,2.44,91314,3
VC-111134,A,04,CURTIS FLORES,"1084,53",N,12/27,585,US,BRL,N,39,"978,26",PAYPAL,3.41,33989,2
VC-111135,A,03,AMANDA SMITH,"3409,30",Y,01/27,797,ES,BRL,N,15,"1282,95",PAYPAL,4.61,19581,2
VC-111136,B,04,ARIANA SCHULTZ,"298,56",N,11/28,902,ES,USD,Y,19,"4816,31",PAYPAL,4.05,59961,5
VC-111137,A,02,LAURA SANDERS,"2970,79",N,05/26,805,PT,BRL,Y,32,"2442,52",ADYEN,4.37,5688,5
VC-111138,A,04,DUSTIN WILLIAMS,"2126,09",Y,11/24,362,PT,BRL,Y,24,"3186,16",PAYPAL,2.90,24516,2
VC-111139,A,05,JOHN JONES,"1264,91",Y,01/29,572,US,BRL,N,46,"4818,39",PAYPAL,1.36,77358,2
VC-111140,A,01,JENNA LIU DDS,"553,23",N,03/26,822,US,USD,N,12,"4374,89",ADYEN,4.97,49965,2
VC-111141,B,03,JILL CUMMINGS,"273,20",N,06/25,557,US,EUR,Y,35,"2015,04",SQUARE,1.96,42567,5
VC-111142,B,05,LUIS BASS,"2344,19",N,08/28,195,US,EUR,N,9,"3491,64",ADYEN,4.88,4154,2
VC-111143,A,05,ALEXANDER MARTINEZ,"4351,06",N,02/30,716,US,USD,N,27,"3160,05",STRIPE,1.82,74383,3
VC-111144,A,03,ALLISON CARRILLO,"3259,82",Y,03/30,359,PT,BRL,Y,11,"4101,87",ADYEN,3.58,16013,5
VC-111145,A,01,BRITTANY CHAPMAN,"1995,58",N,06/26,329,PT,USD,N,5,"4501,15",STRIPE,2.89,3695,2
VC-111146,A,03,SHARON WRIGHT,"1050,93",Y,10/26,982,US,EUR,Y,40,"1095,89",STRIPE,3.08,25428,1
VC-111147,B,03,MICHAEL MOORE,"3404,21",Y,05/24,952,PT,USD,N,18,"2850,22",ADYEN,4.48,13072,1
VC-111148,A,04,PAUL LOPEZ,"1189,98",Y,03/27,673,ES,EUR,N,36,"4962,94",ADYEN,0.90,14892,2
VC-111149,B,01,EMILY PENA,"3340,59",Y,05/24,487,PT,USD,N,27,"2510,96",PAYPAL,1.78,65272,1
VC-111150,B,05,MR. JOSEPH SULLIVAN,"4510,50",N,01/26,637,US,BRL,Y,14,"3040,64",SQUARE,1.68,33428,2
VC-111151,A,03,LARRY NEWTON,"4603,55",Y,02/25,140,US,BRL,Y,38,"4148,61",STRIPE,1.21,6785,2
VC-111152,B,02,MICHAEL VALENZUELA,"3608,81",N,10/28,705,BR,BRL,N,28,"2744,92",ADYEN,1.41,34429,2
VC-111153,B,01,DANA CHAVEZ,"4821,87",Y,10/27,253,BR,BRL,Y,24,"787,07",PAYPAL,1.16,47891,2
VC-111154,A,05,ROBERT CASEY,"292,16",Y,01/30,420,ES,USD,N,6,"1744,13",SQUARE,2.25,83982,4
VC-111155,A,04,THOMAS PORTER,"4780,99",Y,05/27,322,BR,USD,Y,13,"974,18",ADYEN,2.84,15784,1
VC-111156,A,04,AMANDA ZIMMERMAN,"3053,41",Y,03/24,199,BR,BRL,Y,24,"4680,98",PAYPAL,2.92,98312,3
VC-111157,A,02,ALLISON JOHNSON,"2224,97",N,10/30,666,ES,BRL,N,36,"3812,32",STRIPE,4.76,29643,3
VC-111158,B,01,JAMES CARROLL,"2114,26",N,10/30,819,ES,EUR,N,19,"1918,04",ADYEN,3.94,67343,1
VC-111159,A,02,BRETT WILKINSON,"1195,84",Y,12/25,245,BR,BRL,Y,33,"4703,95",STRIPE,3.31,88906,3
VC-111160,B,05,BRANDON CONWAY,"4062,84",N,08/28,967,US,USD,Y,22,"1413,35",STRIPE,3.28,45696,1
VC-111161,A,03,KEVIN COOK,"4675,57",N,07/25,327,US,BRL,N,22,"1335,91",SQUARE,2.12,79324,1
VC-111162,A,01,SARA TAYLOR,"4106,29",Y,02/25,799,PT,BRL,N,4,"1051,92",SQUARE,3.08,29385,3
VC-111163,A,02,STEPHANIE HURLEY,"1687,22",N,05/30,945,US,USD,Y,39,"2212,21",PAYPAL,3.15,11733,1
VC-111164,B,05,LAURA POWELL,"2015,51",N,06/27,556,US,USD,Y,20,"1257,40",SQUARE,4.42,59386,4
VC-111165,A,02,ANNA WIGGINS,"2180,60",N,10/29,425,US,BRL,N,33,"4187,84",ADYEN,2.74,43216,5
VC-111166,A,03,CHRISTOPHER PARK,"146,58",Y,09/30,183,BR,BRL,Y,39,"2200,57",ADYEN,3.04,42492,1
VC-111167,B,01,WHITNEY WILSON,"1687,44",Y,10/30,186,BR,USD,Y,37,"1703,71",STRIPE,1.00,52848,4
VC-111168,A,03,ANTONIO MURPHY,"4996,77",N,03/25,976,US,USD,N,50,"1006,31",PAYPAL,1.19,6666,3
VC-111169,B,03,STACY WAGNER,"2943,57",Y,10/30,848,PT,USD,N,17,"3982,33",STRIPE,4.74,31156,3
VC-111170,B,01,ROBERT CLARK,"4341,51",N,11/28,472,BR,BRL,Y,23,"2567,80",PAYPAL,4.30,60131,4
VC-111171,A,04,VICTOR COLEMAN,"427,71",N,08/27,102,PT,EUR,N,4,"1419,51",PAYPAL,2.67,24655,5
VC-111172,B,05,SHARON TURNER,"3132,60",Y,03/29,570,ES,EUR,N,36,"3632,06",ADYEN,1.22,5668,3
VC-111173,B,03,BIANCA MCKAY,"2999,16",N,03/24,615,ES,EUR,N,7,"2118,33",PAYPAL,1.70,34977,5
VC-111174,A,02,BOBBY LEE,"3738,24",Y,11/29,250,US,USD,N,47,"1306,25",ADYEN,2.13,25031,3
VC-111175,A,04,MICHAEL OCHOA,"3607,78",N,09/30,113,BR,BRL,Y,24,"684,15",SQUARE,4.89,5442,3
VC-111176,A,01,WESLEY HARRISON,"546,30",N,05/24,881,PT,EUR,Y,44,"328,07",SQUARE,3.06,39392,4
VC-111177,A,03,JOSEPH WARD,"1288,70",Y,12/25,107,BR,EUR,N,41,"1306,26",PAYPAL,3.97,90707,4
VC-111178,A,05,KEITH SMALL,"20,01",Y,04/28,225,ES,BRL,N,47,"193,22",ADYEN,4.48,38936,1
VC-111179,B,04,TAMMY MOORE,"1893,25",N,04/24,406,US,USD,N,44,"2577,95",STRIPE,1.50,96820,2
VC-111180,A,04,TONYA BARNES,"3053,35",N,10/25,103,PT,USD,Y,35,"3395,55",STRIPE,0.93,32266,1
VC-111181,A,05,DAVID DAVIS,"2036,24",Y,07/28,182,BR,USD,N,33,"827,47",PAYPAL,2.76,37392,3
VC-111182,A,02,JUAN SINGLETON,"3216,67",Y,06/26,320,BR,EUR,N,13,"4695,42",STRIPE,0.75,1454,3
VC-111183,A,03,CHRISTOPHER KHAN,"4892,11",Y,09/24,511,ES,USD,Y,25,"522,68",STRIPE,2.53,60063,3
VC-111184,B,04,TROY JOHNSON,"3975,48",Y,03/25,124,ES,USD,Y,19,"4486,83",SQUARE,1.88,50544,2
VC-111185,B,04,DOUGLAS JACKSON,"1469,31",N,05/27,430,PT,EUR,N,45,"4259,25",ADYEN,2.18,35999,5
VC-111186,A,05,KAREN LLOYD,"4788,09",N,11/24,607,BR,BRL,N,50,"1150,46",PAYPAL,4.40,56915,5
VC-111187,A,03,MARGARET MULLINS,"1412,85",Y,06/27,811,BR,USD,Y,27,"3703,52",SQUARE,2.27,99001,2
VC-111188,A,01,LAURA WOODARD,"1368,57",Y,05/29,723,PT,BRL,N,36,"3434,42",SQUARE,3.06,40815,3
VC-111189,B,05,SCOTT MCKNIGHT,"1762,31",N,09/25,873,US,EUR,N,18,"4239,84",PAYPAL,4.22,45789,4
VC-111190,B,02,MICHAEL CRAWFORD,"2457,48",N,09/24,966,US,BRL,Y,42,"903,96",PAYPAL,0.77,66214,4
VC-111191,A,02,TANYA LARA,"3534,63",N,12/29,442,ES,EUR,N,9,"3214,35",STRIPE,2.72,37937,3
VC-111192,B,05,ROBIN STEWART,"4187,03",N,10/29,389,PT,BRL,N,14,"519,55",ADYEN,1.59,77208,2
VC-111193,A,04,ANDREW ROBERTS MD,"3021,59",Y,05/29,700,ES,EUR,Y,7,"4668,53",STRIPE,1.29,96368,1
VC-111194,A,03,RYAN PEREZ,"226,66",N,06/29,776,ES,USD,Y,7,"1514,48",STRIPE,2.39,94680,5
VC-111195,B,02,ANNE EDWARDS,"1916,69",Y,03/26,502,US,EUR,N,24,"1385,07",SQUARE,4.37,36617,1
VC-111196,A,04,ADAM RICHARDSON,"4752,79",Y,09/29,762,PT,USD,Y,37,"3088,43",ADYEN,3.65,93942,1
VC-111197,A,03,BARRY RASMUSSEN,"4670,84",Y,04/27,476,BR,EUR,Y,41,"3552,62",ADYEN,4.18,84528,2
VC-111198,B,02,CAITLIN BELL,"3222,00",N,05/28,371,US,EUR,N,40,"2403,22",SQUARE,3.82,10365,3
VC-111199,B,04,ROBERT WONG,"3460,07",N,04/30,904,PT,EUR,N,39,"4278,04",PAYPAL,0.78,90455,4
VC-111200,B,02,ROBERT MASSEY,"4332,70",N,09/24,211,BR,BRL,N,35,"2303,64",SQUARE,1.87,63479,4
VC-111201,B,03,ASHLEY PENNINGTON,"4165,20",Y,02/30,220,BR,USD,N,11,"3727,26",SQUARE,3.17,37854,3
VC-111202,A,01,GEORGE DAVIS,"1638,74",Y,01/24,964,ES,BRL,Y,50,"3606,55",PAYPAL,0.57,26622,2
VC-111203,B,01,JOSHUA HOWARD,"38,21",Y,11/27,742,ES,USD,Y,33,"3256,63",PAYPAL,0.66,91120,2
VC-111204,A,01,DONALD KELLEY,"1115,17",Y,12/30,273,PT,BRL,Y,50,"2870,26",ADYEN,3.37,40816,1
VC-111205,A,01,MR. DOUGLAS RODRIGUEZ,"3205,50",N,04/24,391,BR,USD,Y,41,"2027,96",ADYEN,3.29,38920,4
VC-111206,A,02,LOGAN WILLIAMS MD,"1965,88",N,05/24,593,ES,USD,N,4,"4931,64",STRIPE,2.02,35511,3
VC-111207,A,05,PATRICK CHAMBERS,"3476,64",Y,12/30,262,US,USD,Y,46,"4434,04",SQUARE,1.33,86994,1
VC-111208,A,05,ANGELA CHEN,"2999,83",N,07/25,611,US,USD,Y,40,"4865,43",SQUARE,1.34,27690,1
VC-111209,B,04,JOSEPH JONES,"2826,23",N,08/25,666,ES,EUR,N,22,"3678,79",PAYPAL,1.23,63426,1
VC-111210,A,05,DAWN WOODS,"906,43",N,07/26,784,PT,BRL,Y,28,"2599,33",SQUARE,1.05,97424,3
VC-111211,A,04,LINDA SIMMONS,"4863,19",N,02/26,304,US,EUR,Y,5,"3482,16",ADYEN,3.07,20945,2
VC-111212,B,04,KENNETH BROWN JR.,"4222,76",N,12/24,183,BR,EUR,Y,49,"2601,53",SQUARE,3.80,4772,3
VC-111213,A,04,RACHAEL TERRY,"2960,69",N,01/29,252,US,BRL,Y,38,"3220,73",PAYPAL,3.56,22226,3
VC-111214,B,03,KEVIN LOVE,"2404,78",N,11/27,502,BR,EUR,N,24,"4211,39",ADYEN,3.20,76603,4
VC-111215,A,03,ANGELA LOPEZ,"1961,71",N,07/24,525,PT,USD,N,13,"3062,97",SQUARE,2.84,52389,5
VC-111216,B,05,KATELYN BOYD,"3763,82",N,11/24,192,PT,USD,N,14,"4548,93",ADYEN,3.23,46751,4
VC-111217,A,05,JOSHUA BALDWIN,"3983,17",N,08/26,209,US,EUR,N,38,"4883,71",STRIPE,2.85,46996,5
VC-111218,B,03,ADAM MUNOZ,"874,27",N,06/24,284,US,BRL,Y,32,"1519,08",ADYEN,3.48,16818,3
VC-111219,A,04,REBECCA COOK,"2037,52",Y,04/26,708,PT,USD,N,10,"2270,98",PAYPAL,1.64,2502,2
VC-111220,A,01,BRIAN TURNER,"3861,52",Y,03/27,504,BR,EUR,N,26,"2821,54",PAYPAL,1.34,89318,3
VC-111221,A,04,MELINDA ADAMS,"471,67",N,01/28,638,US,EUR,N,47,"2889,26",STRIPE,0.96,23759,1
VC-111222,B,02,JUSTIN COSTA,"22,39",Y,01/29,575,US,USD,Y,29,"167,21",SQUARE,1.27,72598,5
VC-111223,B,03,STEPHEN TREVINO,"3275,37",Y,08/24,878,PT,BRL,Y,36,"4569,06",PAYPAL,2.88,15812,3
VC-111224,B,03,BRIAN MONTES,"2658,31",N,02/24,184,BR,EUR,N,20,"179,15",ADYEN,4.00,24396,3
VC-111225,B,01,WILLIAM CHAN,"1243,53",Y,05/26,412,US,USD,Y,2,"4134,84",PAYPAL,0.64,63973,3
VC-111226,A,05,PAUL SMITH,"54,60",N,01/24,319,ES,USD,N,44,"1718,47",PAYPAL,0.56,24119,1
VC-111227,A,02,KIMBERLY BRADY,"4857,81",N,07/24,766,US,EUR,N,46,"741,18",PAYPAL,2.81,87758,5
VC-111228,B,03,MELANIE JOHNSON,"3399,22",N,06/30,320,PT,USD,N,7,"410,69",STRIPE,3.10,35926,3
VC-111229,B,03,PAMELA SHERMAN,"2324,65",Y,02/29,971,ES,BRL,Y,31,"358,86",SQUARE,1.05,83756,2
VC-111230,B,03,TAMMY WILSON,"3754,49",Y,08/26,638,ES,USD,Y,25,"415,30",ADYEN,3.00,58803,4
VC-111231,B,02,CHERYL COOK,"4493,36",N,06/28,490,US,BRL,N,39,"3563,67",SQUARE,2.58,68330,5
VC-111232,A,02,JESSICA TAYLOR,"4950,38",N,12/28,321,ES,EUR,Y,9,"2014,17",PAYPAL,3.99,39037,4
VC-111233,A,03,EMILY ROACH,"749,51",Y,04/28,146,BR,BRL,N,21,"2265,96",PAYPAL,1.78,96116,5
VC-111234,A,03,DAVID KIM,"2512,22",N,03/30,553,ES,EUR,N,50,"1719,83",PAYPAL,2.65,52368,2
VC-111235,B,02,DAVID SCHMIDT,"1568,67",N,02/24,428,BR,EUR,Y,34,"4087,46",STRIPE,4.76,11201,3
VC-111236,B,01,THOMAS MORRIS,"3106,02",Y,10/24,711,ES,BRL,N,23,"3923,57",ADYEN,1.85,18463,1
